checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
'no checking',24,'existing paid',buy_radio_tv,3105,'no known savings','<1',4,'male single',none,2,car,25,none,own,2,skilled,1,none,yes,good
'>=200',21,'critical/other existing credit',education,2319,'<100','<1',2,'male div/sep',none,1,car,33,none,rent,1,skilled,1,none,yes,bad
'<0',6,'existing paid',buy_new_car,1374,'no known savings',unemployed,4,'female div/dep/mar',none,3,'life insurance',75,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,good
'0<=X<200',18,'critical/other existing credit',buy_furniture_equipment,3612,'<100','>=7',3,'female div/dep/mar',none,4,'life insurance',37,none,own,1,skilled,1,yes,yes,good
'<0',48,'existing paid',buy_new_car,7763,'<100','>=7',4,'male single',none,4,'no known property',42,bank,'for free',1,'high qualif/self emp/mgmt',1,none,yes,bad
'>=200',18,'existing paid',buy_furniture_equipment,3049,'<100','<1',1,'female div/dep/mar',none,1,'life insurance',45,stores,own,1,'unskilled resident',1,none,yes,good
'0<=X<200',12,'existing paid',buy_radio_tv,1534,'<100','<1',1,'male mar/wid',none,1,'real estate',23,none,rent,1,skilled,1,none,yes,bad
'no checking',24,'delayed previously',buy_new_car,2032,'<100','>=7',4,'male single',none,4,'no known property',60,none,'for free',2,skilled,1,yes,yes,good
'<0',30,'existing paid',buy_furniture_equipment,6350,'no known savings','>=7',4,'male single',none,4,'life insurance',31,none,own,1,skilled,1,none,yes,bad
'>=200',18,'existing paid',buy_furniture_equipment,2864,'<100','1<=X<4',2,'male single',none,1,'real estate',34,none,own,1,'unskilled resident',2,none,yes,bad
'no checking',12,'critical/other existing credit',buy_new_car,1255,'<100','>=7',4,'male single',none,4,'real estate',61,none,own,2,'unskilled resident',1,none,yes,good
'<0',24,'delayed previously',buy_new_car,1333,'<100',unemployed,4,'male single',none,2,'real estate',43,none,'for free',2,skilled,2,none,yes,bad
'no checking',24,'critical/other existing credit',buy_new_car,2022,'<100','1<=X<4',4,'female div/dep/mar',none,4,car,37,none,own,1,skilled,1,yes,yes,good
'no checking',24,'existing paid',buy_radio_tv,1552,'<100','4<=X<7',3,'male single',none,1,car,32,bank,own,1,skilled,2,none,yes,good
'<0',12,'all paid',buy_radio_tv,626,'<100','1<=X<4',4,'female div/dep/mar',none,4,'real estate',24,bank,own,1,'unskilled resident',1,none,yes,bad
'no checking',48,'critical/other existing credit',buy_used_car,8858,'no known savings','4<=X<7',2,'male single',none,1,'no known property',35,none,'for free',2,skilled,1,yes,yes,good
'no checking',12,'critical/other existing credit',repairs,996,'no known savings','4<=X<7',4,'female div/dep/mar',none,4,'real estate',23,none,own,2,skilled,1,none,yes,good
'no checking',6,'all paid',buy_radio_tv,1750,'500<=X<1000','>=7',2,'male single',none,4,'life insurance',45,bank,own,1,'unskilled resident',2,none,yes,good
'<0',48,'existing paid',buy_radio_tv,6999,'<100','4<=X<7',1,'male mar/wid',guarantor,1,'real estate',34,none,own,2,skilled,1,yes,yes,bad
'0<=X<200',12,'critical/other existing credit',buy_new_car,1995,'100<=X<500','<1',4,'male single',none,1,car,27,none,own,1,skilled,1,none,yes,good
'0<=X<200',9,'existing paid',education,1199,'<100','4<=X<7',4,'female div/dep/mar',none,4,'life insurance',67,none,own,2,'high qualif/self emp/mgmt',1,yes,yes,good
'0<=X<200',12,'existing paid',buy_radio_tv,1331,'<100','<1',2,'male single',none,1,car,22,stores,own,1,skilled,1,none,yes,bad
'0<=X<200',18,'no credits/all paid',buy_new_car,2278,'100<=X<500','<1',3,'female div/dep/mar',none,3,car,28,none,own,2,skilled,1,none,yes,bad
'no checking',21,'no credits/all paid',buy_new_car,5003,'no known savings','1<=X<4',1,'female div/dep/mar',none,4,'life insurance',29,bank,own,2,skilled,1,yes,yes,bad
'<0',24,'all paid',buy_furniture_equipment,3552,'<100','4<=X<7',3,'male single',none,4,car,27,bank,own,1,skilled,1,none,yes,bad
'0<=X<200',18,'critical/other existing credit',buy_furniture_equipment,1928,'<100','<1',2,'male single',none,2,'real estate',31,none,own,2,'unskilled resident',1,none,yes,bad
'<0',24,'existing paid',buy_used_car,2964,'no known savings','>=7',4,'male single',none,4,'no known property',49,bank,'for free',1,skilled,2,yes,yes,good
'<0',24,'all paid',buy_radio_tv,1546,'<100','4<=X<7',4,'male single',guarantor,4,car,24,bank,rent,1,'unskilled resident',1,none,yes,bad
'>=200',6,'delayed previously',buy_radio_tv,683,'<100','<1',2,'female div/dep/mar',none,1,'life insurance',29,bank,own,1,skilled,1,none,yes,good
'0<=X<200',36,'existing paid',buy_new_car,12389,'no known savings','1<=X<4',1,'male single',none,4,'no known property',37,none,'for free',1,skilled,1,yes,yes,bad
'0<=X<200',24,'delayed previously',business,4712,'no known savings','1<=X<4',4,'male single',none,2,'life insurance',37,bank,own,2,'high qualif/self emp/mgmt',1,yes,yes,good
'0<=X<200',24,'delayed previously',buy_radio_tv,1553,'100<=X<500','4<=X<7',3,'female div/dep/mar',none,2,'life insurance',23,none,rent,2,skilled,1,yes,yes,good
'<0',12,'existing paid',buy_new_car,1372,'<100','4<=X<7',2,'male div/sep',none,3,car,36,none,own,1,skilled,1,none,yes,bad
'no checking',24,'critical/other existing credit',buy_radio_tv,2578,'>=1000','>=7',2,'male single',none,2,car,34,none,own,1,skilled,1,none,yes,good
'0<=X<200',48,'existing paid',buy_radio_tv,3979,'no known savings','4<=X<7',4,'male single',none,1,car,41,none,own,2,skilled,2,yes,yes,good
'<0',48,'existing paid',buy_radio_tv,6758,'<100','1<=X<4',3,'female div/dep/mar',none,2,car,31,none,own,1,skilled,1,yes,yes,bad
'<0',24,'existing paid',buy_furniture_equipment,3234,'<100','<1',4,'female div/dep/mar',none,4,'real estate',23,none,rent,1,'unskilled resident',1,yes,yes,bad
'no checking',30,'critical/other existing credit',buy_radio_tv,5954,'<100','4<=X<7',3,'male single','co applicant',2,car,38,none,own,1,skilled,1,none,yes,good
'no checking',24,'existing paid',buy_used_car,5433,'no known savings',unemployed,2,'female div/dep/mar',none,4,'life insurance',26,none,rent,1,'high qualif/self emp/mgmt',1,yes,yes,good
'<0',15,'existing paid',business,806,'<100','1<=X<4',4,'female div/dep/mar',none,4,'life insurance',22,none,own,1,'unskilled resident',1,none,yes,good
'0<=X<200',9,'existing paid',buy_radio_tv,1082,'<100','>=7',4,'male single',none,4,car,27,none,own,2,'unskilled resident',1,none,yes,good
'no checking',15,'critical/other existing credit',buy_furniture_equipment,2788,'<100','4<=X<7',2,'female div/dep/mar','co applicant',3,car,24,bank,own,2,skilled,1,none,yes,good
'0<=X<200',12,'existing paid',buy_radio_tv,2930,'<100','4<=X<7',2,'female div/dep/mar',none,1,'real estate',27,none,own,1,skilled,1,none,yes,good
'no checking',24,'critical/other existing credit',education,1927,'no known savings','1<=X<4',3,'female div/dep/mar',none,2,car,33,none,own,2,skilled,1,yes,yes,good
'0<=X<200',36,'critical/other existing credit',buy_new_car,2820,'<100','<1',4,'male div/sep',none,4,car,27,none,own,2,skilled,1,none,yes,bad
'no checking',24,'existing paid',retraining,937,'<100','<1',4,'male mar/wid',none,3,car,27,none,own,2,'unskilled resident',1,none,yes,good
'0<=X<200',18,'critical/other existing credit',buy_new_car,1056,'<100','>=7',3,'male single',guarantor,3,'real estate',30,bank,own,2,skilled,1,none,yes,bad
'0<=X<200',12,'critical/other existing credit',buy_new_car,3124,'<100','<1',1,'male single',none,3,'real estate',49,bank,own,2,'unskilled resident',2,none,yes,good
'no checking',9,'existing paid',buy_furniture_equipment,1388,'<100','1<=X<4',4,'female div/dep/mar',none,2,'real estate',26,none,rent,1,skilled,1,none,yes,good
'0<=X<200',36,'existing paid',repairs,2384,'<100','<1',4,'male single',none,1,'no known property',33,none,rent,1,'unskilled resident',1,none,yes,bad
'no checking',12,'existing paid',buy_new_car,2133,'no known savings','>=7',4,'female div/dep/mar',none,4,'no known property',52,none,'for free',1,'high qualif/self emp/mgmt',1,yes,yes,good
'<0',18,'existing paid',buy_furniture_equipment,2039,'<100','1<=X<4',1,'female div/dep/mar',none,4,'real estate',20,bank,rent,1,skilled,1,none,yes,bad
'<0',9,'critical/other existing credit',buy_new_car,2799,'<100','1<=X<4',2,'male single',none,2,'real estate',36,none,rent,2,skilled,2,none,yes,good
'<0',12,'existing paid',buy_furniture_equipment,1289,'<100','1<=X<4',4,'male single',guarantor,1,'life insurance',21,none,own,1,'unskilled resident',1,none,yes,good
'<0',18,'existing paid',buy_domestic_appliance,1217,'<100','1<=X<4',4,'male mar/wid',none,3,'real estate',47,none,own,1,'unskilled resident',1,yes,yes,bad
'<0',12,'critical/other existing credit',buy_furniture_equipment,2246,'<100','>=7',3,'male single',none,3,'life insurance',60,none,own,2,skilled,1,none,yes,bad
'<0',12,'critical/other existing credit',buy_radio_tv,385,'<100','4<=X<7',4,'female div/dep/mar',none,3,'real estate',58,none,own,4,'unskilled resident',1,yes,yes,good
'0<=X<200',24,'delayed previously',buy_new_car,1965,'no known savings','1<=X<4',4,'female div/dep/mar',none,4,car,42,none,rent,2,skilled,1,yes,yes,good
'no checking',21,'existing paid',business,1572,'>=1000','>=7',4,'female div/dep/mar',none,4,'real estate',36,bank,own,1,'unskilled resident',1,none,yes,good
'0<=X<200',24,'existing paid',buy_new_car,2718,'<100','1<=X<4',3,'female div/dep/mar',none,4,'life insurance',20,none,rent,1,'unskilled resident',1,yes,yes,bad
'<0',24,'all paid',other,1358,'no known savings','>=7',4,'male single',none,3,car,40,stores,own,1,'high qualif/self emp/mgmt',1,yes,yes,bad
'0<=X<200',6,'all paid',buy_new_car,931,'100<=X<500','<1',1,'female div/dep/mar',none,1,'life insurance',32,stores,own,1,'unskilled resident',1,none,yes,bad
'<0',24,'existing paid',buy_new_car,1442,'<100','4<=X<7',4,'female div/dep/mar',none,4,car,23,none,rent,2,skilled,1,none,yes,bad
'0<=X<200',24,'no credits/all paid',business,4241,'<100','1<=X<4',1,'male single',none,4,'real estate',36,none,own,3,'unskilled resident',1,yes,yes,bad
'no checking',18,'critical/other existing credit',buy_new_car,2775,'<100','4<=X<7',2,'male single',none,2,'life insurance',31,bank,own,2,skilled,1,none,yes,bad
'no checking',24,'delayed previously',business,3863,'<100','1<=X<4',1,'male single',none,2,'no known property',32,none,'for free',1,skilled,1,none,yes,good
'0<=X<200',7,'existing paid',buy_radio_tv,2329,'<100','<1',1,'female div/dep/mar',guarantor,1,'real estate',45,none,own,1,skilled,1,none,yes,good
'0<=X<200',9,'existing paid',buy_furniture_equipment,918,'<100','1<=X<4',4,'female div/dep/mar',none,1,'life insurance',30,none,own,1,skilled,1,none,yes,bad
'0<=X<200',24,'all paid',education,1837,'<100','4<=X<7',4,'female div/dep/mar',none,4,'no known property',34,bank,'for free',1,'unskilled resident',1,none,yes,bad
'no checking',36,'existing paid',buy_furniture_equipment,3349,'<100','1<=X<4',4,'female div/dep/mar',none,2,car,28,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,bad
'>=200',10,'existing paid',buy_furniture_equipment,1275,'<100','<1',4,'female div/dep/mar',none,2,'life insurance',23,none,own,1,skilled,1,none,yes,good
'<0',24,'all paid',buy_furniture_equipment,2828,'500<=X<1000','1<=X<4',4,'male single',none,4,'real estate',22,stores,own,1,skilled,1,yes,yes,good
'no checking',24,'critical/other existing credit',business,4526,'<100','1<=X<4',3,'male single',none,2,'real estate',74,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,good
'0<=X<200',36,'existing paid',buy_radio_tv,2671,'100<=X<500','1<=X<4',4,'female div/dep/mar','co applicant',4,'no known property',50,none,'for free',1,skilled,1,none,yes,bad
'no checking',18,'existing paid',buy_radio_tv,2051,'<100','<1',4,'male single',none,1,'real estate',33,none,own,1,skilled,1,none,yes,good
'no checking',15,'existing paid',buy_used_car,1300,'no known savings','>=7',4,'male single',none,4,'no known property',45,bank,'for free',1,skilled,2,none,yes,good
'<0',12,'existing paid',buy_domestic_appliance,741,'100<=X<500',unemployed,4,'female div/dep/mar',none,3,'life insurance',22,none,own,1,skilled,1,none,yes,bad
'>=200',10,'existing paid',buy_new_car,1240,'100<=X<500','>=7',1,'female div/dep/mar',none,4,'no known property',48,none,'for free',1,'unskilled resident',2,none,yes,bad
'<0',21,'existing paid',buy_radio_tv,3357,'>=1000','<1',4,'female div/dep/mar',none,2,car,29,bank,own,1,skilled,1,none,yes,good
'<0',24,'all paid',buy_used_car,3632,'<100','1<=X<4',1,'female div/dep/mar',guarantor,4,car,22,bank,rent,1,skilled,1,none,no,good
'no checking',18,'delayed previously',buy_furniture_equipment,1808,'<100','4<=X<7',4,'female div/dep/mar',none,1,'real estate',22,none,own,1,skilled,1,none,yes,bad
'0<=X<200',48,'no credits/all paid',business,12204,'no known savings','1<=X<4',2,'male single',none,2,car,48,bank,own,1,'high qualif/self emp/mgmt',1,yes,yes,good
'0<=X<200',60,'delayed previously',buy_radio_tv,9157,'no known savings','1<=X<4',2,'male single',none,2,'no known property',27,none,'for free',1,'high qualif/self emp/mgmt',1,none,yes,good
'<0',6,'critical/other existing credit',buy_new_car,3676,'<100','1<=X<4',1,'male single',none,3,'real estate',37,none,rent,3,skilled,2,none,yes,good
'0<=X<200',30,'existing paid',buy_furniture_equipment,3441,'100<=X<500','1<=X<4',2,'female div/dep/mar','co applicant',4,car,21,none,rent,1,skilled,1,none,yes,bad
'no checking',12,'existing paid',buy_new_car,640,'<100','1<=X<4',4,'male div/sep',none,2,'real estate',49,none,own,1,'unskilled resident',1,none,yes,good
'0<=X<200',21,'critical/other existing credit',business,3652,'<100','4<=X<7',2,'male single',none,3,'life insurance',27,none,own,2,skilled,1,none,yes,good
'no checking',18,'critical/other existing credit',buy_new_car,1530,'<100','1<=X<4',3,'male single',none,2,'life insurance',32,bank,own,2,skilled,1,none,yes,bad
'no checking',48,'existing paid',business,3914,'no known savings','1<=X<4',4,'male div/sep',none,2,'real estate',38,bank,own,1,skilled,1,none,yes,bad
'<0',12,'existing paid',buy_furniture_equipment,1858,'<100','<1',4,'female div/dep/mar',none,1,car,22,none,rent,1,skilled,1,none,yes,good
'<0',18,'existing paid',buy_radio_tv,2600,'<100','1<=X<4',4,'male single',none,4,'no known property',65,none,'for free',2,skilled,1,none,yes,bad
'no checking',15,'existing paid',buy_radio_tv,1979,'no known savings','>=7',4,'male single',none,2,car,35,none,own,1,skilled,1,none,yes,good
'>=200',6,'existing paid',buy_furniture_equipment,2116,'<100','1<=X<4',2,'male single',none,2,'real estate',41,none,own,1,skilled,1,yes,yes,good
'0<=X<200',9,'all paid',buy_new_car,1437,'100<=X<500','4<=X<7',2,'male single',none,3,'no known property',29,none,own,1,skilled,1,none,yes,bad
'no checking',42,'critical/other existing credit',buy_furniture_equipment,4042,'500<=X<1000','1<=X<4',4,'male single',none,4,'real estate',36,none,own,2,skilled,1,yes,yes,good
'no checking',9,'existing paid',education,3832,'no known savings','>=7',1,'male single',none,4,'real estate',64,none,own,1,'unskilled resident',1,none,yes,good
'<0',24,'existing paid',buy_radio_tv,3660,'<100','1<=X<4',2,'female div/dep/mar',none,4,car,28,none,own,1,skilled,1,none,yes,good
'<0',18,'all paid',buy_furniture_equipment,1553,'<100','1<=X<4',4,'male single',none,3,car,44,bank,own,1,skilled,1,none,yes,bad
'0<=X<200',15,'existing paid',buy_radio_tv,1444,'no known savings','<1',4,'male single',none,1,'life insurance',23,none,own,1,skilled,1,none,yes,good
'no checking',9,'existing paid',buy_furniture_equipment,1980,'<100','<1',2,'female div/dep/mar','co applicant',2,car,19,none,rent,2,skilled,1,none,yes,bad
'0<=X<200',24,'existing paid',buy_new_car,1355,'<100','<1',3,'female div/dep/mar',none,4,car,25,none,own,1,'unskilled resident',1,yes,yes,bad
'no checking',12,'existing paid',education,1393,'<100','>=7',4,'male single',none,4,'life insurance',47,bank,own,3,skilled,2,yes,yes,good
'no checking',24,'existing paid',buy_radio_tv,1376,'500<=X<1000','4<=X<7',4,'female div/dep/mar',none,1,car,28,none,own,1,skilled,1,none,yes,good
'no checking',60,'delayed previously',buy_radio_tv,15653,'<100','4<=X<7',2,'male single',none,4,car,21,none,own,2,skilled,1,yes,yes,good
'no checking',12,'existing paid',buy_radio_tv,1493,'<100','<1',4,'female div/dep/mar',none,3,car,34,none,own,1,skilled,2,none,yes,good
'<0',42,'delayed previously',buy_radio_tv,4370,'<100','4<=X<7',3,'male single',none,2,'life insurance',26,bank,own,2,skilled,2,yes,yes,bad
'<0',18,'existing paid',education,750,'<100',unemployed,4,'female div/dep/mar',none,1,'real estate',27,none,own,1,'unemp/unskilled non res',1,none,yes,bad
'0<=X<200',15,'existing paid',repairs,1308,'<100','>=7',4,'male single',none,4,car,38,none,own,2,'unskilled resident',1,none,yes,good
'no checking',15,'existing paid',education,4623,'100<=X<500','1<=X<4',3,'male single',none,2,'life insurance',40,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,bad
'no checking',24,'critical/other existing credit',buy_radio_tv,1851,'<100','4<=X<7',4,'male mar/wid',guarantor,2,car,33,none,own,2,skilled,1,yes,yes,good
'<0',18,'critical/other existing credit',buy_radio_tv,1880,'<100','4<=X<7',4,'male mar/wid',none,1,'life insurance',32,none,own,2,'high qualif/self emp/mgmt',1,yes,yes,good
'no checking',36,'delayed previously',business,7980,'no known savings','<1',4,'male single',none,4,car,27,none,rent,2,skilled,1,yes,yes,bad
'<0',30,'no credits/all paid',buy_furniture_equipment,4583,'<100','1<=X<4',2,'male div/sep',guarantor,2,'real estate',32,none,own,2,skilled,1,none,yes,good
'no checking',12,'existing paid',buy_new_car,1386,'500<=X<1000','1<=X<4',2,'female div/dep/mar',none,2,'life insurance',26,none,own,1,skilled,1,none,yes,bad
'>=200',24,'existing paid',buy_new_car,947,'<100','4<=X<7',4,'male single',none,3,'no known property',38,bank,'for free',1,skilled,2,none,yes,bad
'<0',12,'existing paid',education,684,'<100','1<=X<4',4,'male single',none,4,car,40,none,rent,1,'unskilled resident',2,none,yes,bad
'<0',48,'existing paid',education,7476,'<100','4<=X<7',4,'male single',none,1,'no known property',50,none,'for free',1,'high qualif/self emp/mgmt',1,yes,yes,good
'0<=X<200',12,'existing paid',buy_furniture_equipment,1922,'<100','1<=X<4',4,'male single',none,2,'life insurance',37,none,own,1,'unskilled resident',1,none,yes,bad
'<0',24,'existing paid',buy_new_car,2303,'<100','>=7',4,'male single','co applicant',1,'real estate',45,none,own,1,skilled,1,none,yes,bad
'0<=X<200',36,'delayed previously',buy_new_car,8086,'100<=X<500','>=7',2,'male single',none,4,car,42,none,own,4,'high qualif/self emp/mgmt',1,yes,yes,bad
'no checking',24,'critical/other existing credit',buy_used_car,2346,'<100','4<=X<7',4,'male single',none,3,car,35,none,own,2,skilled,1,yes,yes,good
'<0',14,'existing paid',buy_new_car,3973,'<100',unemployed,1,'male single',none,4,'no known property',22,none,'for free',1,skilled,1,none,yes,good
'0<=X<200',12,'existing paid',buy_new_car,888,'<100','>=7',4,'male single',none,4,car,41,bank,own,1,'unskilled resident',2,none,yes,bad
'no checking',48,'existing paid',buy_radio_tv,10222,'no known savings','4<=X<7',4,'male single',none,3,car,37,stores,own,1,skilled,1,yes,yes,good
'0<=X<200',30,'no credits/all paid',business,4221,'<100','1<=X<4',2,'female div/dep/mar',none,1,car,28,none,own,2,skilled,1,none,yes,good
'0<=X<200',18,'critical/other existing credit',buy_furniture_equipment,6361,'<100','>=7',2,'male single',none,1,'no known property',41,none,own,1,skilled,1,yes,yes,good
'>=200',12,'existing paid',buy_radio_tv,1297,'<100','1<=X<4',3,'male mar/wid',none,4,'real estate',23,none,rent,1,skilled,1,none,yes,good
'<0',12,'existing paid',buy_new_car,900,'no known savings','1<=X<4',4,'male mar/wid',none,2,car,23,none,own,1,skilled,1,none,yes,bad
'no checking',21,'existing paid',buy_furniture_equipment,2241,'<100','>=7',4,'male single',none,2,'real estate',50,none,own,2,skilled,1,none,yes,good
'0<=X<200',6,'delayed previously',buy_furniture_equipment,1050,'<100',unemployed,4,'male single',none,1,'life insurance',35,stores,own,2,'high qualif/self emp/mgmt',1,yes,yes,good
'>=200',6,'critical/other existing credit',education,1047,'<100','1<=X<4',2,'female div/dep/mar',none,4,'life insurance',50,none,own,1,'unskilled resident',1,none,yes,good
'no checking',24,'critical/other existing credit',other,6314,'<100',unemployed,4,'male single','co applicant',2,'no known property',27,bank,own,2,'high qualif/self emp/mgmt',1,yes,yes,good
'0<=X<200',30,'all paid',buy_furniture_equipment,3496,'>=1000','1<=X<4',4,'male single',none,2,car,34,stores,own,1,skilled,2,yes,yes,good
'no checking',48,'all paid',business,3609,'<100','1<=X<4',1,'female div/dep/mar',none,1,'real estate',27,stores,own,1,skilled,1,none,yes,good
'<0',12,'critical/other existing credit',buy_new_car,4843,'<100','>=7',3,'male single','co applicant',4,'life insurance',43,none,rent,2,skilled,1,yes,yes,bad
'>=200',30,'critical/other existing credit',buy_radio_tv,3017,'<100','>=7',4,'male single',none,4,'life insurance',47,none,own,1,skilled,1,none,yes,good
'no checking',24,'critical/other existing credit',business,4139,'100<=X<500','1<=X<4',3,'male single',none,3,'life insurance',27,none,own,2,'unskilled resident',1,yes,yes,good
'no checking',36,'existing paid',business,5742,'100<=X<500','4<=X<7',2,'male single',none,2,car,31,none,own,2,skilled,1,yes,yes,good
'no checking',60,'existing paid',buy_new_car,10366,'<100','>=7',2,'male single',none,4,'life insurance',42,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,good
'no checking',6,'critical/other existing credit',buy_new_car,2080,'500<=X<1000','1<=X<4',1,'male mar/wid',none,2,car,24,none,own,1,skilled,1,none,yes,good
'no checking',21,'delayed previously',business,2580,'500<=X<1000','<1',4,'male single',none,2,'real estate',41,bank,own,1,'unskilled resident',2,none,yes,bad
'no checking',30,'critical/other existing credit',buy_radio_tv,4530,'<100','4<=X<7',4,'female div/dep/mar',none,4,car,26,none,rent,1,'high qualif/self emp/mgmt',1,yes,yes,good
'no checking',24,'critical/other existing credit',buy_furniture_equipment,5150,'<100','>=7',4,'male single',none,4,car,33,none,own,1,skilled,1,yes,yes,good
'0<=X<200',72,'existing paid',buy_radio_tv,5595,'100<=X<500','1<=X<4',2,'male mar/wid',none,2,car,24,none,own,1,skilled,1,none,yes,bad
'<0',24,'existing paid',buy_radio_tv,2384,'<100','>=7',4,'male single',none,4,'real estate',64,bank,rent,1,'unskilled resident',1,none,yes,good
'no checking',18,'existing paid',buy_radio_tv,1453,'<100','<1',3,'female div/dep/mar',none,1,'real estate',26,none,own,1,skilled,1,none,yes,good
'no checking',6,'existing paid',education,1538,'<100','<1',1,'female div/dep/mar',none,2,'no known property',56,none,own,1,skilled,1,none,yes,good
'no checking',12,'existing paid',buy_radio_tv,2279,'no known savings','1<=X<4',4,'male single',none,4,'no known property',37,none,'for free',1,skilled,1,yes,yes,good
'no checking',15,'delayed previously',buy_radio_tv,1478,'<100','1<=X<4',4,'male mar/wid',none,3,'real estate',33,bank,own,2,skilled,1,none,yes,good
'no checking',24,'critical/other existing credit',buy_radio_tv,5103,'<100','<1',3,'male mar/wid',none,3,'no known property',47,none,'for free',3,skilled,1,yes,yes,good
'0<=X<200',36,'delayed previously',business,9857,'100<=X<500','4<=X<7',1,'male single',none,3,'life insurance',31,none,own,2,'unskilled resident',2,yes,yes,good
'no checking',60,'existing paid',buy_new_car,6527,'no known savings','1<=X<4',4,'male single',none,4,'no known property',34,none,'for free',1,skilled,2,yes,yes,good
'>=200',10,'critical/other existing credit',buy_radio_tv,1347,'no known savings','4<=X<7',4,'male single',none,2,'life insurance',27,none,own,2,skilled,1,yes,yes,good
'0<=X<200',36,'delayed previously',buy_new_car,2862,'100<=X<500','>=7',4,'male single',none,3,'no known property',30,none,'for free',1,skilled,1,none,yes,good
'no checking',9,'existing paid',buy_radio_tv,2753,'100<=X<500','>=7',3,'male single','co applicant',4,car,35,none,own,1,skilled,1,yes,yes,good
'<0',12,'existing paid',buy_new_car,3651,'>=1000','1<=X<4',1,'male single',none,3,'life insurance',31,none,own,1,skilled,2,none,yes,good
'<0',15,'critical/other existing credit',buy_furniture_equipment,975,'<100','1<=X<4',2,'male div/sep',none,3,'life insurance',25,none,own,2,skilled,1,none,yes,good
'0<=X<200',15,'existing paid',repairs,2631,'100<=X<500','1<=X<4',3,'female div/dep/mar',none,2,'real estate',25,none,own,1,'unskilled resident',1,none,yes,good
'0<=X<200',24,'existing paid',buy_radio_tv,2896,'100<=X<500','<1',2,'male single',none,1,car,29,none,own,1,skilled,1,none,yes,good
'<0',6,'critical/other existing credit',buy_new_car,4716,'no known savings','<1',1,'male single',none,3,'real estate',44,none,own,2,'unskilled resident',2,none,yes,good
'no checking',24,'existing paid',buy_radio_tv,2284,'<100','4<=X<7',4,'male single',none,2,car,28,none,own,1,skilled,1,yes,yes,good
'no checking',6,'existing paid',buy_used_car,1236,'500<=X<1000','1<=X<4',2,'male single',none,4,'life insurance',50,none,rent,1,skilled,1,none,yes,good
'0<=X<200',12,'existing paid',buy_radio_tv,1103,'<100','4<=X<7',4,'male single',guarantor,3,'real estate',29,none,own,2,skilled,1,none,no,good
'no checking',12,'critical/other existing credit',buy_new_car,926,'<100',unemployed,1,'female div/dep/mar',none,2,'life insurance',38,none,own,1,'unemp/unskilled non res',1,none,yes,good
'no checking',18,'critical/other existing credit',buy_radio_tv,1800,'<100','1<=X<4',4,'male single',none,2,car,24,none,own,2,skilled,1,none,yes,good
'>=200',15,'existing paid',education,1905,'<100','>=7',4,'male single',none,4,car,40,none,rent,1,'high qualif/self emp/mgmt',1,yes,yes,good
'no checking',12,'existing paid',buy_furniture_equipment,1123,'500<=X<1000','1<=X<4',4,'female div/dep/mar',none,4,car,29,none,rent,1,'unskilled resident',1,none,yes,bad
'<0',48,'critical/other existing credit',buy_used_car,6331,'<100','>=7',4,'male single',none,4,'no known property',46,none,'for free',2,skilled,1,yes,yes,bad
'>=200',24,'existing paid',buy_radio_tv,1377,'100<=X<500','>=7',4,'female div/dep/mar',none,2,'no known property',47,none,'for free',1,skilled,1,yes,yes,good
'0<=X<200',30,'delayed previously',business,2503,'100<=X<500','>=7',4,'male single',none,2,'life insurance',41,stores,own,2,skilled,1,none,yes,good
'0<=X<200',27,'existing paid',business,2528,'<100','<1',4,'female div/dep/mar',none,1,'life insurance',32,none,own,1,skilled,2,yes,yes,good
'no checking',15,'existing paid',buy_new_car,5324,'500<=X<1000','>=7',1,'female div/dep/mar',none,4,'no known property',35,none,'for free',1,skilled,1,none,yes,good
'0<=X<200',48,'existing paid',buy_new_car,6560,'100<=X<500','4<=X<7',3,'male single',none,2,'life insurance',24,none,own,1,skilled,1,none,yes,bad
'0<=X<200',12,'no credits/all paid',buy_furniture_equipment,2969,'<100','<1',4,'female div/dep/mar',none,3,'life insurance',25,none,rent,2,skilled,1,none,yes,bad
'0<=X<200',9,'existing paid',buy_radio_tv,1206,'<100','>=7',4,'female div/dep/mar',none,4,'real estate',25,none,own,1,skilled,1,none,yes,good
'0<=X<200',9,'existing paid',buy_radio_tv,2118,'<100','1<=X<4',2,'male single',none,2,'real estate',37,none,own,1,'unskilled resident',2,none,yes,good
'no checking',18,'critical/other existing credit',buy_radio_tv,629,'500<=X<1000','>=7',4,'male single',none,3,'life insurance',32,bank,own,2,'high qualif/self emp/mgmt',1,yes,yes,good
'<0',6,'all paid',education,1198,'<100','>=7',4,'female div/dep/mar',none,4,'no known property',35,none,'for free',1,skilled,1,none,yes,bad
'no checking',21,'existing paid',buy_used_car,2476,'no known savings','>=7',4,'male single',none,4,'real estate',46,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,good
